question,context
What is ankle arthrodesis and when should it be considered as a treatment option?,"An overview of ankle arthrodesis. Arthrodesis of the ankle can result in a painless, normal walking gait. However, complications in ankle arthrodesis can be major, and can occur when anatomy, deformity, or bony deficiency is not properly addressed. Nonoperative treatment should always be considered first, and, if possible, an open or arthroscopic ankle debridement can provide significant pain relief. Arthrodesis should be considered after conservative treatment fails. Infections, deformity, sensory deficiencies, and bony defects require special consideration. The use of bone graft and internal or external compression will enhance the likelihood of a successful arthrodesis."
What is a glandular odontogenic cyst and when was it first described?,"Glandular odontogenic cyst: clinicopathologic analysis of three cases. The glandular odontogenic cyst is a rare cyst of odontogenic origin, first described in 1988 by Gardner et al. Three previously unreported glandular odontogenic cysts are presented; none recurred after the initial surgical treatment, and one example was associated with a squamous odontogenic tumor-like proliferation in the wall. Ten similar cases were found in the literature, and their clinical and roentgenographic features, and follow-up, have been compared with the present cases."
What are the different clinical categories of scleral inflammation and their progression based on the study?,"Progression of scleral disease. The clinical features of 290 patients with scleral inflammation were reviewed to determine whether a classification based on the anatomical site and clinical appearance of the disease at presentation reflected its natural history. The authors' results confirm that the majority of patients remain in the same clinical category throughout the course of their disease. Of the 104 (35.9%) patients who experienced a recurrence of their disease, only 12 had progressed from diffuse to nodular disease, and 10 patients who originally had nodular disease developed scleral necrosis. Patients with necrotizing scleritis were older than patients in the other groups and more frequently had an associated systemic disease than patients with either diffuse or nodular disease; necrotizing scleritis was the most difficult disease to treat. Diffuse anterior scleritis had a lower incidence of visual loss (9%) than either nodular scleritis (26%) or necrotizing disease (74%), and, therefore, the authors consider nodular scleritis a disease of intermediate severity between diffuse scleritis and necrotizing disease. In this series, 12% of patients presented with posterior scleritis, and visual loss was most frequent in this group (84%)."
How does a prolonged difference in diastolic blood pressure affect the risks of stroke and coronary heart disease?,"Antihypertensive drug treatment. Potential, expected, and observed effects on stroke and on coronary heart disease. The effects of prolonged differences in diastolic blood pressure (DBP) on the risks of stroke and of coronary heart disease (CHD) were estimated from nine major prospective observational studies involving about 420,000 men and women who were followed up for intervals of 6-25 years. The results indicate that a prolonged difference of about 6 mm Hg in DBP was associated with approximately 37% fewer strokes and 23% fewer CHD deaths and nonfatal myocardial infarctions. The effects of equivalent reductions in DBP produced by antihypertensive drug treatment but maintained for only a few years have been estimated in several overviews of randomized trials involving a total of 30,000-40,000 patients. The results of the overviews indicate that treatment reduced the risk of stroke by about 40%, suggesting that most or all the long-term potential benefits for stroke due to lower DBP were achieved within about 3 years of beginning treatment. The risks of nonfatal myocardial infarction and CHD death may have been reduced by about 10% among patients allocated to active treatment; the 95% confidence limits for the difference ranged from about zero to about 20%. Whatever the true effect of treatment on CHD, it would appear somewhat less than the difference in risk estimated from the observational studies for a prolonged difference in DBP of the same size. This apparent shortfall in benefit may reflect a long time-course for changes in DBP to have their full effects on CHD, possible adverse side effects of the principal trial treatments, or both."
How do soluble and diffusible gases like helium and nitrous oxide affect the size of air emboli in pulmonary arterioles?,"Effect of ventilation with soluble and diffusible gases on the size of air emboli. Pulmonary hypertension resulting from venous air embolism is known to increase after ventilation with highly soluble and diffusible gases. Exacerbation of the hypertension could be due to further blockage of the circulation if the bubbles enlarge as a result of ingress of gas by diffusion. This mechanism has been frequently cited but lacks direct proof. To determine directly whether intravascular air bubbles actually enlarge when highly soluble and diffusible gases are inspired, we used microscopy to measure the size of gas emboli in vivo. When air bubbles were injected into the right atrium, the bubbles that appeared in pulmonary arterioles were larger during ventilation with helium or nitrous oxide than with air. Air bubbles injected into the pulmonary artery enlarged when the inspired gas was changed to helium or nitrous oxide. The direction, magnitude, and timing of changes in bubble size were consistent with a net diffusion of gas into the bubbles. These data support the idea that venous air emboli enlarge during ventilation with soluble and diffusible gases and thereby cause further vascular obstruction."
How do platelets contribute to the resistance of thrombi to lysis in unstable angina?,"Platelet activation in the pathogenesis of unstable angina: importance in determining the response to plasminogen activators. Unstable angina is a clinical syndrome of recurrent myocardial ischemia. In some cases, this reflects episodic platelet activation and coronary thrombosis. Thus, the biosynthesis of thromboxane A2, which is largely derived from activated platelets, is increased, often coincident with chest pain. The major role of platelets in unstable angina may influence the response to plasminogen activators. Platelets increase the resistance of thrombi to lysis, by inducing clot retraction and cross-linking and by releasing inhibitors. Thus, coronary thrombi in unstable angina may be resistant to lysis. Furthermore, both t-PA and streptokinase cause platelet activation and thrombin formation in vivo, possibly via plasmin. Plasmin can activate platelets and factor V directly. These prothrombotic effects of plasminogen activators may limit their activity in unstable angina. At the very least, their therapeutic efficacy may be highly dependent on the coadministration of potent antiplatelet agents and anticoagulants."
What are the different types of viruses that can cause hepatitis?,"Viral hepatitis. The new ABC's. Hepatitis may be caused by hepatitis A virus, hepatitis B virus, hepatitis C virus (classic non-A non-B viral hepatitis), hepatitis D virus (delta agent), and hepatitis E virus (epidemic non-A non-B viral hepatitis). Cytomegalovirus, Epstein-Barr virus, and herpes simplex virus may also occasionally cause hepatitis. Some forms of hepatitis carry the risks of chronic infection, cirrhosis, or hepatocellular carcinoma. Treatment options for viral hepatitis are limited and, in many cases, still under investigation. Prophylaxis is available for many forms of hepatitis and should be offered to those at risk."
How did antibiotic therapy affect vitamin B12 absorption in subjects with atrophic gastritis?,"Reversal of protein-bound vitamin B12 malabsorption with antibiotics in atrophic gastritis. The role of bacteria in the bioavailability of protein-bound vitamin B12 was examined in eight elderly subjects who had atrophic gastritis and in eight normal controls. On separate days and in random order, vitamin B12 absorption tests were performed using either radiolabeled crystalline or protein-bound vitamin B12. At the same time, bacterial samples were collected from the upper gastrointestinal tract. The tests and gastrointestinal aspirates were performed before and during tetracycline therapy. Crystalline vitamin B12 was absorbed to the same extent in the two study groups. Atrophic gastritis subjects absorbed significantly less protein-bound vitamin B12 than normal controls (mean +/- SEM, 0.7% +/- 0.2% vs. 1.9% +/- 0.5%, respectively). However, protein-bound vitamin B12 absorption in these subjects normalized after antibiotic therapy. These results suggest that the small amounts of vitamin B12 released from the protein binders is readily absorbed (as shown in vitro) and/or metabolized by bacteria."
What is telangiectatic osteosarcoma and how has its prognosis changed over time?,"Telangiectatic osteosarcoma. Telangiectatic osteosarcoma is a rare variant of osteosarcoma. In the original report from the authors' institution, a poor prognosis was noted. The authors have updated their experience with this entity. The prognosis for patients with telangiectatic osteosarcoma has improved remarkably. The prognosis in the present series seems to be the same as that for conventional osteosarcoma. Adjuvant chemotherapy seems to help in salvaging patients with metastatic disease. However, in this small series, survival of patients without metastasis is apparently not influenced by whether they received chemotherapy."
What medical complications can arise from large vessel occlusion in patients with systemic lupus erythematosus (SLE)?,"Large vessel occlusion with vasculitis in systemic lupus erythematosus. Patients with SLE may have acute large vessel occlusion due to vasculitis and/or circulating antiphospholipid antibodies, as illustrated by the case we have reported. Unfortunately, delayed medical attention led to gangrene of the foot and amputation. Early recognition and appropriate treatment may significantly decrease morbidity and mortality. Medical treatment may include corticosteroids, thrombolysis, anticoagulation, or immunosuppression."
What are the key hemodynamic effects of ACE inhibitors in treating hypertension?,"Angiotensin converting enzyme inhibitors. Present and future. The angiotensin converting enzyme (ACE)-inhibiting agents have emerged with the diuretic agents, beta-adrenergic receptor-blocking agents, and calcium antagonists as therapeutic options for major consideration during the initial treatment of hypertensive patients. These compounds antagonize a potent pressor mechanism underlying hypertensive disease. The ACE inhibitors curtail the generation of the potent octapeptide angiotensin II; in addition, degradation of the potent vasodilator bradykinin is inhibited. Hemodynamically, ACE inhibitors reduce arterial pressure through a decreased total peripheral resistance that is unassociated with reflex stimulation of the heart or expansion of intravascular volume. The arteriolar dilation accounting for the decreased vascular resistance seems to occur in each target organ of the disease. Unlike the direct-acting smooth muscle vasodilators or adrenergic inhibitors, ACE inhibitors dilate the efferent as well as the afferent glomerular arterioles and thereby reduce glomerular hydrostatic pressure and renal filtration fraction, even though renal blood flow and glomerular filtration rate are preserved. The ACE-inhibiting compounds not only reduce left ventricular afterload in hypertension but also diminish cardiac mass and wall thicknesses. The mechanism(s) for some of these actions have not yet been defined precisely, but they undoubtedly involve the autocrine/paracrine actions of the renopressor system and their effects in the cellular biologic events of vascular smooth muscle and the cardiac myocyte. It seems plausible and exciting that the ""more local"" renin-angiotensin systems will be exploited by those ACE inhibitors yet to be synthesized, which will result in new applications for this class of pharmacological agents."
How does the Valsalva maneuver help in detecting left ventricular diastolic function abnormalities in patients with coronary artery disease or systemic hypertension?,"Use of Valsalva maneuver to unmask left ventricular diastolic function abnormalities by Doppler echocardiography in patients with coronary artery disease or systemic hypertension. It has been suggested that changes in left atrial pressure may mask or mimic left ventricular diastolic function abnormalities detected by Doppler echocardiography. The effect of the Valsalva maneuver on the transmitral flow velocity profile was therefore studied in 28 patients without evidence of coronary artery disease (group 1, mean age +/- standard deviation 50 +/- 8 years) and in 94 patients with evidence of coronary artery disease or systemic hypertension (group 2, mean age 54 +/- 10 years). At baseline, group 2 patients had higher peak late diastolic filling velocity (A), lower peak early (E) to late diastolic filling velocity (E/A) ratio and longer isovolumic relaxation time than group 1, whereas heart rate, E velocity and E deceleration time were similar in both groups. During Valsalva, both groups had similar increases in heart rate and similar decreases in E velocity but E/A ratio decreased significantly only in group 2 because of a lesser decrease in A velocity. The E/A ratio was greater than or equal to 1.0 both before and during Valsalva in all but 1 patient in group 1, whereas in group 2, 32 patients had E/A greater than or equal to 1.0 at rest and during Valsalva, 33 patients had E/A greater than or equal to 1.0 at rest but less than 1.0 both at rest and during Valsalva. Using group 1 as controls, prevalence, specificity and positive predictive value of E/A less than 1.0 in group 2 were 31, 100 and 100% at rest and 66, 96 and 98% during Valsalva."
How does the lipid membrane composition differ in the cerebral tissue of Rett syndrome patients compared to age-matched controls?,"Membrane cerebral lipids in Rett syndrome. The lipid membrane composition of cerebral tissue from 5 patients with classic Rett syndrome, ages 12-30 years, and from 14 age-matched controls was studied. The results demonstrated a selective loss of myelin-associated lipids and an enrichment of gangliosides in temporal white matter. The ganglioside pattern revealed an increase of astroglial cell-associated gangliosides and reduced proportions of gangliosides GD1a and GT1b. This latter finding may be crucial in synaptic function. The fatty acid compositions of ethanolamine phosphoglyceride, choline phosphoglyceride, and galactosylceramide were normal."
How does inspiratory muscle fatigue affect subsequent high-intensity exercise performance?,"Effect of respiratory muscle fatigue on subsequent exercise performance. The purpose of this study was to determine whether induction of inspiratory muscle fatigue might impair subsequent exercise performance. Ten healthy subjects cycled to volitional exhaustion at 90% of their maximal capacity. Oxygen consumption, breathing pattern, and a visual analogue scale for respiratory effort were measured. Exercise was performed on three separate occasions, once immediately after induction of fatigue, whereas the other two episodes served as controls. Fatigue was achieved by having the subjects breathe against an inspiratory threshold load while generating 80% of their predetermined maximal mouth pressure until they could no longer reach the target pressure. After induction of fatigue, exercise time was reduced compared with control, 238 +/- 69 vs. 311 +/- 96 (SD) s (P less than 0.001). During the last minute of exercise, oxygen consumption and heart rate were lower after induction of fatigue than during control, 2,234 +/- 472 vs. 2,533 +/- 548 ml/min (P less than 0.002) and 167 +/- 15 vs. 177 +/- 12 beats/min (P less than 0.002). At exercise isotime, minutes ventilation and the visual analogue scale for respiratory effort were larger after induction of fatigue than during control. In addition, at exercise isotime, relative tachypnea was observed after induction of fatigue. We conclude that induction of inspiratory muscle fatigue can impair subsequent performance of high-intensity exercise and alter the pattern of breathing during such exercise."
Does temporary occlusion of hypogastric arteries reduce blood loss during radical retropubic prostatectomy?,"Effect of temporary occlusion of hypogastric arteries on blood loss during radical retropubic prostatectomy. We report on a prospective, partially randomized study of 130 patients, examining the effect of temporary occlusion of the hypogastric arteries on intraoperative blood loss, perioperative blood replacement and change in preoperative to postoperative hematocrit. We observed no significant difference in any of these parameters when comparing patients who did and did not undergo intraoperative occlusion of the hypogastric arteries. These findings suggest that temporary occlusion of the hypogastric arteries during radical prostatectomy does not have a major effect on the blood loss associated with this operation. Extensive collateral circulation to the prostate and a substantial venous component of blood loss may explain these findings. Banking of 3 units of autologous blood preoperatively would have decreased the need for homologous transfusions in the majority of patients."
What cross-resistance patterns were observed in the ACNU-resistant glioma sublines?,"Cross-resistance patterns in ACNU-resistant glioma sublines in culture. Three ACNU-resistant clones (R1, R3, and R12) were isolated from 9L rat glioma cells under selection pressure of ACNU in vitro. The authors have investigated the mechanisms of resistance and characteristics of these clones at the cellular level by studying cross-resistance patterns to chemical and physical agents. Although these resistant sublines showed complete cross-resistance to methyl-chloroethylnitrosourea (MCNU), no cross-resistance was observed for other alkylating agents, while each of the resistant sublines showed partial cross-resistance to structurally dissimilar toxic agents (vinblastine, Adriamycin, and VP-16). No difference in ACNU uptake was observed between 9L and R3 cells, and resistance patterns among alkylating agents suggested that the mechanism of ACNU resistance was specific to bifunctional nitrosoureas. Based on a transport study, this multidrug resistance could be explained by reduced intracellular uptake of these drugs, but there seemed little possibility that membrane P-glycoprotein, which usually is observed in typical multidrug-resistant cells, was expressed in these ACNU-resistant cells because enhanced drug efflux was not found in ACNU-resistant sublines. Significant collateral sensitivity to L-asparaginase indicated that ACNU might disturb the asparagine synthetic pathways by its mutagenic action. The increased level of total glutathione in the resistant sublines may be one mechanism of radiation or ACNU resistance."
What are the key differences in management and recurrence rates between suprahyoid and infrahyoid cystic hygromas?,"Cervicofacial cystic hygroma. Patterns of recurrence and management of the difficult case. Cystic hygromas usually present in infancy or early childhood as compressible masses that may rapidly and intermittently enlarge. While they may arise in any anatomic location, hygromas of the head and neck are especially difficult to manage since enlargement may cause serious sequela such as airway obstruction, feeding difficulties, and speech pathology. Complete extirpation of these lesions is often impossible, and recurrence rates are accordingly high. We reviewed our 10-year experience in treating cervicofacial cystic hygromas. Of 34 patients, 21 had lesions cephalad to the hyoid and 13 had lesions caudal to the hyoid. While none of the 13 children with infrahyoid lesions demonstrated feeding or respiratory difficulties, eight of 21 children with suprahyoid involvement presented with dysphagia or airway compromise. The recurrence rates for infrahyoid and suprahyoid lesions were 15% and 81%, respectively. Those children with suprahyoid hygromas also experienced an increased operative complication rate compared with patients with infrahyoid involvement. Principles of management for suprahyoid and infrahyoid lesions are described, including the specific management of lingual, submandibular, parotid, and parotofacial hygromas."
What is the primary goal of studying the mechanisms behind essential hypertension?,"Can essential hypertension be subclassified with respect to mechanism? Hypertension may result from a variety of abnormalities. The rise in blood pressure may trigger other secondary events that further influence cardiovascular homeostasis. The ability to measure some markers associated with hypertension or the responsiveness of blood pressure to nutritional interventions or to specific therapeutic agents may also have pathogenetic implications. The ultimate goal of further knowledge in this area should be to understand the fundamental abnormalities responsible for hypertension. Such insight would permit more effective treatment and, perhaps, primary prevention of this ubiquitous and multifaceted disorder."
What was the primary objective of the study on imazodan for treating chronic congestive heart failure?,"Effectiveness of imazodan for treatment of chronic congestive heart failure. The Imazodan Research Group. A 12-week, multicenter, double-blind, randomized, placebo-controlled trial of imazodan, a type III phosphodiesterase inhibitor, was conducted in 147 patients with congestive heart failure to determine clinical efficacy and safety. Patients were randomized to placebo or 2, 5 or 10 mg of imazodan administered twice daily. Patients were maintained on their standard therapy including diuretics, digoxin and an angiotensin-converting enzyme inhibitor. The mean ejection fraction was 23 +/- 10%. Exercise time increased from baseline in all 4 groups. There was no significant difference observed between the placebo group and any of the treated groups with regard to exercise time, ejection fraction, frequency of ventricular premature complexes or ventricular tachycardia. When analyzed by intent to treat, the placebo mortality was 7% (3 of 44) and the imazodan mortality was 8% (8 of 103) (p = not significant). This study failed to demonstrate that imazodan provided any benefit in exercise performance when compared with placebo."
What is the median weartime for the optimum anal continence plug design in the study?,"The anal continence plug: a disposable device for patients with anorectal incontinence. Anorectal incontinence is most commonly found in the elderly, but colorectal surgeons now see an increasing number of younger patients with this condition. Although medical and surgical treatments are available, a proportion of patients remain refractory to therapy. We investigated the efficacy of three designs of anal continence plug. 8 women and 2 men (mean age, 52 years) who were incontinent to both liquid and solid stool tested each plug for three consecutive weeks. 1 patients withdrew from the study. The median weartime for the optimum plug design was 12 h, and there were no episodes of incontinence in 82% of the periods during which the plug was in place. Patients required a median of eleven plugs per week, and in 82% of cases insertion was as easy as with a suppository. Plugs may have a place in the management of patients with anorectal incontinence."
What were the survival rates for different stages of cervical cancer when treated with californium-252 neutron brachytherapy?,"A review of californium-252 neutron brachytherapy for cervical cancer. Since 1976 a clinical trial has been conducted to test the feasibility, the potential, and to develop methods for using the neutron-emitting radioactive isotope, californium-252 (Cf-252), for the treatment of cervical cancer. A total of 218 patients were treated in the initial study period from 1976 until 1983. The trials initially treated advanced (Stages III and IV) cervical cancer patients using different doses and schedules; they were extended to include unfavorable presentations of Stages I and II because of favorable results in the initial trials. The authors began to treat patients with Stage IB bulky or barrel-shaped tumors and the majority were treated with both radiation and hysterectomy. Actuarial survival was determined for Stage IB disease and was 87% at 5 years and 82% at 10 years. For those tested with preoperative radiation it was 92% at 5 and 87% at 10 years. For Stage II, it was 62% 5 years and 61% at 10. Survival 5 years after combined radiation and surgical therapy for Stage II disease was 68%. For Stage III, it was 33% at 5 years and 25% at 10. However, 5-year survival using the early neutron implant was 46% versus approximately 19% for delayed Cf-252 or cesium 137. Different schedules and sequences of neutrons and photons greatly altered outcome. Neutron treatment before external photon therapy was better for all stages of disease. Only about 5% of all patients developed complications after neutron therapy. No hematologic or mesenchymal second tumors were observed. Neutron brachytherapy was found to be very effective for producing rapid response and greatly improved local control of bulky, barrel, or advanced cervical cancers. The clinical trial identified and evolved schedules, doses, doses per session, and developed methods different from standard photon therapy but highly effective for local control and cure of cervical cancers of all stages. Clinical and radiobiologic understanding for the use of neutron therapy was greatly advanced by this trial. Future trials will focus on patients with advanced disease and will require evaluation of adjuvant chemotherapy studies and neutron-enhancing chemicals."
What were the key findings of the study comparing polyamide and polypropylene membranes for plasma separation?,Comparison of polyamide and polypropylene membranes for plasma separation. Plasma separation experiments were made with polyamide experimental prototype hollow-fiber plasma filters with surface areas between 0.025 m2 and 0.1090 m2 using bovine blood collected in acid citrate dextrose (ACD). The maximum filtration velocity rose with the wall shear rate gamma w as gamma w 0.72 +/- 0.02 and decreased with the length of fiber L as L-0.41 with a correlation coefficient of 0.97 +/- 0.02. The results were similar to those with polypropylene fibers. We also investigated the occurrence of hemolysis as a function of shear rate and transmembrane pressure. The free hemoglobin concentration of filtered plasma was checked using a U.V. spectrophotometer. It was concluded that polyamide membrane filters can be safely used for plasma separation from blood.
How does chemotherapy affect natural killer (NK) cell activity in breast cancer patients?,"The relationship of chemotherapeutic and endocrine intervention on natural killer cell activity in human breast cancer. Peripheral blood natural killer (NK) activity against K562 target tumor cells was monitored in patients with breast cancer receiving no treatment, combination chemotherapy, and/or endocrine therapy. NK activity in untreated Stage I patients with no evidence of disease (ned) was significantly higher than in healthy controls. NK activity was shown to decline in individuals with cytotoxic drug therapy (P equals 0.036). There also were reduction in lymphocyte recoveries concomitant with chemotherapeutic intervention (P less than 0.001). Lymphocyte counts were incorporated in a calculation of absolute NK activity that more accurately reflected the significant reduction in NK activity that occurred in patients with localized and systemic disease on chemotherapy. Different chemotherapeutic agents were found to selectively affect NK activity. Stage II patients on phenylalanine mustard (P)/5-fluorouracil (F) (PF) and cyclophosphamide (C)/methotrexate (M)/5-fluorouracil (F) (CMF) protocols showed significant reductions in overall NK activity relative to healthy controls and Stage I patients with ned. Patients on P/doxorubicin (A)/F/tamoxifen (Tx) (PAFT) protocols showed reduced NK activity relative to Stage I patients. Patients on the short-dose C/A (CA) protocol showed normal levels of overall NK activity. High-risk Stage I patients on methotrexate (M)/F (MF)with sequential leucovorin rescue and patients with metastatic disease on endocrine therapy, i.e., Tx or megestrol acetate (Meg) showed overall NK activities in the range of healthy controls. Patients with systemic disease on CMF, CMF/vincristine/prednisone (CMFVP), vinblastine/A/thiotepa/fluoxymesterone (VATH), mitomycin/mitoxantrone (MtMx), and A regimens showed overall levels of absolute NK that were significantly less than either healthy controls or metastatic patients undergoing endocrine therapy. NK cytolytic data, monitored at multiple effector to target ratios, were subjected to exponential regression analysis. The elevation of NK cell responses in Stage I patients with ned and the decline of NK cell responses with cytotoxic chemotherapy were due to alterations in the maximal plateau levels of NK cell cytotoxicity represented by the A (asymptote) values. The k values obtained on regression analysis and indices of the relative killing capacities of individual NK cells remained unaltered in all populations. These results suggest that the cytolytic lymphocyte NK pool, elevated in Stage I patients with cancer, selectively declines as a result of cytotoxic therapy."
How does the atrial natriuretic factor (ANF) hormonal system contribute to sodium excretion in dogs with experimental heart failure?,"The atrial natriuretic factor hormonal system in the regulation of sodium excretion in dogs with experimental heart failure. In response to a meat meal containing 125 mEq of sodium, conscious dogs (n = 5) with an arteriovenous (AV) fistula and chronic compensated heart failure exhibited temporally related increases in postprandial plasma immunoreactive atrial natriuretic factor (iANF), right atrial pressure, and sodium excretion. In separate experiments, two weeks of dietary sodium restriction produced similar marked stimulation of renin and aldosterone both in normal dogs (n = 5), and in AV fistula dogs (n = 5) with chronic high circulating levels of ANF. Plasma iANF did not change (P greater than .05) in either group. These results suggest that the ANF system is involved in the postprandial regulation of sodium excretion in the AV fistula dogs with compensated heart failure. In the postabsorptive state, however, the activity of the renin-aldosterone axis is closely related to dietary sodium intake and appears to function independently of the ANF system for the prevention of sodium loss."
What are the key histologic and clinical characteristics of malignant blue nevus based on the analysis of 12 cases?,"Malignant blue nevus. To elucidate the histologic features and biologic behavior of malignant blue nevus (MBN), 12 cases were analyzed in which the tumor showed no junctional activity and arose in a blue nevus background. Seven patients were men and five were women; their mean age was 48.8 years. Eight lesions were on the scalp, and no patient had a family history of melanoma. The histologic appearance of most lesions was a nodule or nodules of malignant cells in a blue nevus. Mitoses were present in all lesions with atypical forms in eight; however the mitotic rate exceeded two per ten high-power fields in only one lesion. Four lesions had necrosis, and four had a heavily pigmented malignant component. Four patients had recurrences; ten patients had metastases, and eight died of their disease. Therefore MBN is an aggressive neoplasm."
What paraneoplastic syndrome was observed in the patient with pheochromocytoma and how was it potentially related to interleukin-6?,"Pheochromocytoma with pyrexia and marked inflammatory signs: a paraneoplastic syndrome with possible relation to interleukin-6 production. Pheochromocytoma can cause several paraneoplastic syndromes. We report a patient with pheochromocytoma who exhibited pyrexia and marked inflammatory signs along with an elevated serum interleukin-6 (IL-6) level. All of these abnormalities disappeared and serum IL-6 became undetectable by removal of the tumor. In addition, immunohistochemical analysis revealed the presence of IL-6 in the tumor cells. It is suggested that pyrexia and the elevation of acute phase proteins can be a paraneoplastic syndrome with pheochromocytoma, and that the elaboration of IL-6 from pheochromocytoma may play an important role in the development of the syndrome."
What was the average cost of averting death or severe disability through neurosurgical intervention in this study?,"Steps towards cost-benefit analysis of regional neurosurgical care OBJECTIVE--To determine the cost of averting death or severe disability by neurosurgical intervention. DESIGN--Retrospective analysis of one year's admissions for neurosurgery; comparison of outcome with expected outcome in the absence of neurosurgical intervention and with the cost of neurosurgery. SETTING--Wessex Neurological Centre. PATIENTS--1026 Patients were admitted to the neurosurgical service in 1984. Of 1185 admissions, 978 case records were available and outcome was known in 919. MAIN OUTCOME MEASURES--Outcome was assessed with the Glasgow outcome scale, modified as necessary, from the case notes, or by letter follow up to the general practitioner. Expected outcomes for each of the 54 diagnoses were derived from both published reports where available and an expert panel of 18 consultant neurosurgeons. The cost of the neurosurgical service for 1983-4 was known from a separate study and the cost per patient was calculated using the length of stay. RESULTS--The cost of neurosurgery in 1983-4 was 1.8 million pounds. In all, 243 deaths or severe disabilities were estimated to have been averted at an average cost of 7325 pounds (range 5000 pounds to 70,000 pounds). The overall cost per quality adjusted life year (QALY) was 350 pounds (range 34 pounds to greater than 400,000 pounds). The cost of long term care for severely disabled survivors is at least 18-fold greater than the cost of neurosurgical intervention to avert such disability. CONCLUSIONS--In Britain neurosurgery is not expensive in comparison with the costs and benefits of other areas of medicine, and the cost per QALY is unexpectedly low except for severe diffuse head injury, malignant brain tumors, and cerebral metastases. The neurosurgical budget should be assessed in the context of managing a patient in hospital and subsequently in the community."
How was HLA class I antigen expression evaluated in patients with chronic hepatitis B?,"HLA class I antigen expression as a measure of response to antiviral therapy of chronic hepatitis B. HLA class I antigen expression on peripheral blood mononuclear cells was evaluated by flow cytometry in 21 HBeAg-positive patients with chronic hepatitis B. Measurements were made before, during or after treatment with recombinant interferon-alpha-2b, either given alone or after a 6 wk course of prednisone. Immunohistochemical staining for human leukocyte class I antigen was also evaluated in 28 percutaneous liver biopsy specimens either obtained before or after therapy (N = 27) and during therapy in one instance. The amount of HLA class I antigen on peripheral blood mononuclear cells varied markedly among individual patients, but the overall results indicated that the level of inducible antigen did not correlate with increments of ALT during therapy or with a virological response to therapy. Hepatocyte staining for HLA class I antigen was observed in a minority of biopsy specimens (29%) and also did not appear to predict a response or correlate with the severity of histological disease. These data do not support current theories concerning pathogenetic mechanisms in chronic hepatitis B nor do they suggest that spontaneous display of HLA class I antigen on hepatocytes or interferon-induced expression of these antigens on peripheral blood mononuclear cells is a critical determinant for a response to therapy."
What factors were found to potentially delay malaria diagnosis in this urban emergency department study?,"Malaria in an urban emergency department: epidemiology and diagnostic features of 25 cases. This article presents a retrospective study of 25 patients diagnosed with malaria in an urban emergency department (ED) between June 1986 and June 1989. The mean annual case rate of malaria in this study group was more than three times the national rate. This may be ascribed to the notable ethnic diversity of the population. A history of travel to an area endemic for malaria was eventually elicited from all patients. The most common chief complaint was fever (56%) followed by abdominal pain (12%). Temperatures were elevated in 70% of the patients, with a mean temperature of 102.9 degrees F (39 degrees C). Gender was found to play a role in delaying diagnosis, with women accounting for 83% of a group of patients requiring multiple ED visits before diagnosis. The authors conclude that malaria must be considered when diagnosing patients in ethnically diverse populations. Gender may be associated with a delay in diagnosis. A careful travel history and a peripheral smear are aids in rapid diagnosis."
What did the study reveal about interferon-alpha production in acute versus chronic hepatitis B virus infection?,"Hepatic interferon-alpha gene transcripts and products in liver specimens from acute and chronic hepatitis B virus infection. In this study we have examined the localization of interferon-alpha in liver tissue from acute and chronic hepatitis B virus carriers to establish whether the defect in interferon-alpha production reported in chronic hepatitis B virus infection is at a pretranscriptional or posttranscriptional level using in situ hybridization and immunohistochemical techniques. Interferon-alpha messenger RNA transcripts and the immunoreactive protein were abundant in liver tissue and in particular in hepatocytes from patients with acute hepatitis B virus infection who subsequently recovered. In contrast interferon-alpha polypeptide was present in a significantly lower number of sinusoidal cells, mononuclear cells and hepatocytes in chronic hepatitis B virus carriers. Although a high proportion of patients with chronic hepatitis B virus infection had cells that expressed interferon-alpha messenger RNA transcripts, the number of such cells was significantly less than in acute hepatitis B virus infection, indicating that the defect in the hepatic interferon-alpha synthesis is at the level of gene activation. Furthermore, using double immunohistochemical staining, the number of hepatocytes containing HBcAg correlated inversely with the proportion of neighboring sinusoidal cells expressing interferon-alpha. These data support previous observations that interferon-alpha production is reduced in chronic hepatitis B virus infection and are consistent with the view that this cytokine is important in the clearance of the virus."
What factors were associated with the embolization of the prosthetic aortic valve in the young woman described in this case report?,"Death by embolization of prosthetic aortic valve. This report describes a case in which a young woman died from embolization of her prosthetic aortic valve. The discussion includes the embolization's association with chronic intravenous narcotism, recurrent bacterial endocarditis, and acute cocaine toxicity."
What makes flunarizine unique among calcium antagonists in terms of its effects on the brain?,"Flunarizine in migraine: a minireview. Flunarizine is a non-selective calcium antagonist. It distributes preferentially in the adipose tissue and passes the blood brain barrier. Numerous controlled clinical studies have established that flunarizine is efficacious in migraine prophylaxis, including double-blind studies in which the drug was compared with placebo or other antimigraine drugs. To avoid side effects a special schedule or administration is necessary. Flunarizine has no myogenic effect on smooth muscle cells of the vessles. It is said to be the only calcium antagonist able to protect brain cells against hypoxic damage. In addition, the considerable body of information which shows flunarizine capable of directly influencing the central nervous system, suggests that the drug's anti-migraine action may depend on its ability to influence central phenomena."
